10,4681
11,3787
12,3185
13,2598
14,2323
15,1929
16,1711
17,1458
18,1344
19,1185
20,1074
21,959
22,855
23,812
24,719
25,668
26,612
27,539
28,506
29,475
30,440
31,424
32,371
33,377
34,318
35,317
36,291
37,283
38,305
39,234
40,225
41,223
42,195
43,219
44,182
45,193
46,183
47,154
48,134
49,150
50,163
51,137
52,138
53,123
54,102
55,126
56,115
57,111
58,102
59,104
60,89
61,87
62,82
63,78
64,78
65,64
66,78
67,72
68,66
69,77
70,76
71,80
72,57
73,66
74,55
75,50
76,62
77,43
78,46
79,44
80,28
81,42
82,54
83,41
84,40
85,48
86,44
87,34
88,43
89,38
90,40
91,33
92,31
93,32
94,39
95,37
96,24
97,36
98,28
99,41
100,37
101,28
102,29
103,32
104,23
105,19
106,21
107,16
108,26
109,19
110,21
111,20
112,29
113,18
114,27
115,13
116,21
117,13
118,27
119,20
120,20
121,22
122,15
123,16
124,19
125,22
126,18
127,14
128,11
129,23
130,22
131,17
132,13
133,11
134,15
135,5
136,15
137,7
138,12
139,20
140,19
141,14
142,11
143,16
144,10
145,13
146,13
147,6
148,15
149,5
150,16
151,11
152,9
153,13
154,6
155,16
156,9
157,10
158,10
159,7
160,6
161,11
162,14
163,13
164,12
165,7
166,11
167,12
168,8
169,12
170,9
171,10
172,8
173,6
174,5
175,5
176,9
177,12
178,11
179,6
180,9
181,9
182,12
183,11
184,9
185,10
186,4
187,5
188,6
189,9
190,2
191,6
192,7
193,9
194,10
195,3
196,5
197,5
198,4
199,3
200,9
201,5
202,2
203,7
204,2
205,6
206,5
207,9
208,4
209,5
210,3
211,3
212,4
213,10
214,3
215,4
216,4
217,3
218,6
219,6
220,5
221,5
222,2
223,6
224,2
225,4
226,2
227,5
228,3
230,3
231,4
232,5
233,4
234,5
235,2
236,5
237,5
238,7
239,3
240,2
241,1
242,6
243,4
244,2
245,4
247,1
248,3
249,2
250,1
251,8
252,6
253,2
254,6
255,1
256,3
257,2
258,7
259,3
260,3
261,2
262,6
263,3
264,2
265,3
267,3
268,1
269,2
270,1
271,3
272,3
273,2
274,3
276,4
277,2
278,2
279,3
281,5
282,2
284,5
285,5
286,2
287,1
289,3
290,1
291,2
292,2
293,3
295,1
296,1
297,3
298,3
300,3
301,2
302,2
303,4
305,1
306,2
307,2
308,1
309,1
310,2
311,2
312,1
313,2
314,1
315,4
316,1
317,2
319,1
320,3
322,2
323,1
324,2
326,2
328,2
329,1
331,1
333,1
334,2
335,2
337,4
338,1
339,2
341,1
343,2
344,1
345,4
346,3
347,3
348,1
349,1
350,1
351,1
352,1
353,1
354,3
355,1
357,3
359,1
360,1
362,3
363,2
365,1
366,1
368,3
369,3
370,1
371,1
373,2
374,1
375,1
376,1
378,1
381,1
383,2
384,1
385,1
386,1
389,1
390,1
391,1
392,3
393,1
394,1
395,3
396,1
397,1
398,1
399,2
400,1
402,1
403,4
405,1
406,1
407,2
408,1
409,1
410,1
415,1
417,3
418,1
421,3
422,2
428,1
430,1
432,2
433,1
435,2
439,1
440,1
441,1
443,1
445,2
448,1
450,2
452,1
453,2
454,1
455,2
456,1
457,2
458,1
459,2
460,2
465,1
471,1
473,1
475,1
477,1
478,1
479,1
482,1
484,1
487,2
489,1
490,1
492,2
497,1
498,1
499,2
501,1
506,2
510,1
511,1
512,1
513,1
520,1
521,2
523,1
524,3
525,2
526,1
527,1
528,2
529,1
531,2
533,1
534,2
538,1
540,1
548,1
549,1
550,1
551,3
553,1
554,2
556,1
560,1
562,1
563,1
565,1
568,1
569,1
571,1
574,2
577,1
578,2
580,1
581,1
584,1
587,1
588,1
590,1
591,1
592,1
594,1
595,2
603,3
606,1
609,1
612,1
613,1
627,1
628,1
633,1
634,1
635,1
646,1
649,1
650,2
651,1
655,1
659,4
660,1
671,1
688,1
694,1
699,1
700,1
701,1
703,1
704,1
705,1
709,1
710,1
714,2
716,1
728,2
730,2
736,1
738,1
782,1
786,1
794,1
802,1
807,1
817,1
818,1
831,1
835,1
853,1
859,1
861,1
865,1
868,1
900,1
920,1
952,1
961,1
966,1
973,1
985,2
1009,1
1048,1
1050,1
1057,1
1058,1
1097,1
1099,1
1103,1
1114,1
1144,1
1184,1
1227,1
1241,1
1242,1
1265,1
1328,1
1367,1
1369,2
1385,1
1395,1
1425,1
1488,1
1536,1
1538,1
1580,1
1610,1
1776,1
1848,1
2000,1
2371,1
2426,1
3015,1
3038,1
